2017-03-15 14:42:57.298521,water_refilled,None
2017-03-15 14:48:17.895453,served:brazilian,0.0003
2017-03-15 14:56:23.728445,served:elsalvador,0.00035
2017-03-15 14:58:00.180642,water_abuse,None
2017-03-15 15:05:07.670399,water_refilled,None
2017-03-15 15:30:37.268193,served:brazilian,0.0003
2017-03-16 08:52:13.880117,served:brazilian,0.0003
2017-03-16 09:10:37.661923,served:brazilian,0.0003
2017-03-16 09:13:52.179624,served:brazilian,0.0003
2017-03-16 09:52:15.800753,served:colombian,0.0003
2017-03-16 10:00:01.661455,served:elsalvador,0.00035
2017-03-16 10:45:45.852724,served:brazilian,0.0003
2017-03-16 10:48:17.685804,served:brazilian,0.0003
2017-03-16 14:55:37.953406,served:elsalvador,0.00035
2017-03-17 09:09:52.934513,served:colombian,0.0003
2017-03-17 09:10:54.222108,water_abuse,None
2017-03-17 09:13:14.474661,water_refilled,None
2017-03-17 09:22:47.806667,served:colombian,0.0003
2017-03-17 11:03:32.236864,served:brazilian,0.0003
2017-03-17 12:21:35.328336,served:brazilian,0.0003
2017-03-17 14:34:47.140266,served:elsalvador,0.00035
2017-03-17 14:37:40.252522,served:brazilian,0.0
2017-03-20 09:34:14.641142,served:brazilian,0.0003
2017-03-20 09:36:47.905852,served:brazilian,0.0003
2017-03-20 13:55:58.577249,served:brazilian,0.0003
2017-03-21 09:02:04.906823,served:brazilian,0.0003
2017-03-21 09:03:06.201803,water_abuse,None
2017-03-21 09:13:26.773359,water_refilled,None
2017-03-21 09:34:39.663922,served:brazilian,0.0003
2017-03-21 09:39:16.548606,served:brazilian,0.0003
2017-03-21 14:51:34.578549,served:brazilian,0.0003
2017-03-22 09:41:39.083876,served:colombian,0.0003
2017-03-22 09:43:59.400444,served:brazilian,0.0003
2017-03-22 10:29:12.308685,served:brazilian,0.0003
2017-03-22 10:36:02.953990,served:elsalvador,0.00035
2017-03-22 10:38:54.508453,served:colombian,0.0003
2017-03-22 10:39:56.399112,water_abuse,None
2017-03-22 10:43:06.302998,water_refilled,None
2017-03-22 10:56:19.625073,served:brazilian,0.0003
2017-03-22 12:15:03.089687,served:colombian,0.0003
2017-03-22 14:19:13.274025,served:brazilian,0.0003
2017-03-22 17:09:32.210522,served:colombian,0.0003
2017-03-22 17:11:15.836499,served:colombian,0.0003
2017-03-23 09:03:58.775884,served:brazilian,0.0003
2017-03-23 09:18:52.437959,served:brazilian,0.0003
2017-03-23 09:20:57.690308,water_abuse,None
2017-03-23 10:11:44.803297,water_refilled,None
2017-03-23 10:15:34.419185,served:colombian,0.0003
2017-03-23 11:23:56.195817,served:brazilian,0.0003
2017-03-24 08:36:52.490740,served:brazilian,0.0003
2017-03-27 13:39:17.097401,served:colombian,0.0003
2017-03-28 09:18:49.632016,served:brazilian,0.0003
2017-03-28 09:58:43.587766,served:colombian,0.0003
2017-03-28 11:35:45.547100,served:brazilian,0.0003
2017-03-28 14:07:33.052671,served:brazilian,0.0003
2017-03-28 14:08:34.971120,water_abuse,None
2017-03-28 14:10:49.148063,water_refilled,None
2017-03-28 14:10:57.445261,served:brazilian,0.0
2017-03-29 09:57:03.305496,served:brazilian,0.0003
2017-03-29 12:02:44.288880,served:colombian,0.0003
2017-03-29 13:26:13.399904,served:brazilian,0.0003
2017-03-29 16:09:18.571273,served:colombian,0.0003
2017-03-29 22:17:27.510720,served:brazilian,0.0003
2017-03-29 22:18:29.619064,water_abuse,None
2017-03-30 09:16:19.677175,water_abuse,None
2017-03-30 09:33:55.406599,served:brazilian,0.0003
2017-03-30 11:05:15.626390,served:brazilian,0.0003
2017-03-31 09:16:34.639346,served:brazilian,0.0003
2017-04-03 09:04:55.411182,water_abuse,None
2017-04-03 09:06:55.143913,water_refilled,None
2017-04-03 09:19:33.935274,served:brazilian,0.0003
2017-04-03 10:08:03.883551,served:brazilian,0.0003
2017-04-03 10:10:33.542458,served:brazilian,0.0003
2017-04-03 10:12:56.620024,served:colombian,0.0003
2017-04-03 13:05:41.429907,served:brazilian,0.0003
2017-04-04 15:17:06.164505,water_abuse,None
2017-04-04 15:19:33.166627,water_refilled,None
2017-04-04 15:19:44.303362,served:panamanian,0.0
2017-04-04 15:43:38.432617,served:brazilian,0.0003
2017-04-05 10:13:01.259842,served:brazilian,0.0003
2017-04-05 11:03:05.553445,served:brazilian,0.0003
2017-04-05 15:53:23.452496,water_abuse,None
2017-04-05 15:55:37.152770,water_refilled,None
2017-04-05 15:55:43.557210,served:brazilian,0.0
2017-04-06 16:05:25.833971,served:colombian,0.0003
2017-04-07 09:06:46.634197,served:brazilian,0.0003
2017-04-07 15:28:30.172723,served:brazilian,0.0003
2017-04-10 12:26:35.363541,served:brazilian,0.0
2017-04-10 12:27:37.315230,water_abuse,None
2017-04-10 12:29:50.545098,water_refilled,None
2017-04-10 12:30:11.944403,served:brazilian,0.0
2017-04-10 14:16:23.282980,served:brazilian,0.0003
2017-04-10 14:41:14.452852,served:brazilian,0.0003
2017-04-11 10:25:10.244606,served:colombian,0.0003
2017-04-11 10:32:03.373659,served:brazilian,0.0003
2017-04-11 12:48:29.409591,served:brazilian,0.0003
2017-04-11 12:50:38.002415,water_abuse,None
2017-04-13 14:34:49.919464,water_abuse,None
2017-04-13 14:41:08.743167,served:panamanian,0.00026
2017-04-13 17:39:14.662240,served:brazilian,0.0003
2017-04-14 14:49:45.401620,served:panamanian,0.00026
2017-04-17 10:43:55.337760,water_abuse,None
2017-04-17 10:47:57.154543,water_refilled,None
2017-04-17 10:48:21.771009,served:colombian,0.0
2017-04-17 11:19:22.782576,served:brazilian,0.0003
2017-04-18 14:07:12.044700,served:panamanian,0.00026
2017-04-20 09:21:00.788593,served:colombian,0.0003
2017-04-20 14:51:16.485140,served:colombian,0.0003
2017-04-20 14:52:18.349139,water_abuse,None
2017-04-20 15:11:47.320412,water_refilled,None
2017-04-20 15:13:29.823903,served:panamanian,0.00026
2017-04-24 14:42:41.033843,served:panamanian,0.00026
2017-04-25 09:28:05.585379,served:brazilian,0.0003
2017-04-25 15:19:28.870529,served:colombian,0.0003
2017-04-25 15:21:12.093909,served:brazilian,0.0003
2017-04-26 08:40:56.133480,served:brazilian,0.0003
2017-04-26 08:41:57.460488,water_abuse,None
2017-04-26 09:43:53.951932,water_refilled,None
2017-04-27 11:26:51.205667,water_abuse,None
2017-05-19 15:34:30.099539,served:brazilian,0.0003
2017-05-19 15:35:52.473601,water_abuse,None
2017-05-19 15:36:08.416279,water_refilled,None
2017-05-25 15:21:53.043226,water_abuse,None
2017-05-25 16:43:43.500226,served:brazilian,0.0003
2017-05-25 16:44:47.896269,water_abuse,None
2017-05-25 20:35:29.786051,water_abuse,None
2017-05-25 20:44:32.407143,water_abuse,None
2017-05-25 20:45:40.094152,water_abuse,None
2017-05-25 21:04:42.057397,served:brazilian,0.0
2017-05-25 21:05:47.226616,water_abuse,None
2017-05-25 21:07:14.557996,water_refilled,None
2017-05-25 21:31:37.307615,water_abuse,None
2017-07-12 15:52:05.217817,served:panamanian,0.00026
2017-07-17 11:14:01.732692,water_abuse,None
2017-07-17 11:17:07.601940,water_refilled,None
2017-07-17 12:33:46.157447,served:panamanian,0.00015
2017-07-20 12:22:19.098584,served:brazilian,0.0002